,Abomination (character),Adam Warlock,Ajak,Amadeus Cho,Amanda Sefton,Anole (comics),Anya Corazon,Arabian Knight (Marvel Comics),Backhand (character),Base (comics),Battlestar (character),Batwing (Marvel Comics),Baymax,Bedlam (comics),Beta Ray Bill,Betsy Braddock,Big Bertha (comics),Bird-Brain (Marvel Comics),Black Bolt,Black Cat (Marvel Comics),Black Fox (Robert Paine),Black Jack Tarr,Black Knight (Dane Whitman),Black Marvel,Black Panther (character),Black Widow (Natasha Romanova),Blackthorn (comics),Blackwulf,Blade (character),Blazing Skull,Bloodhawk,Blue Diamond (comics),Blue Eagle (character),Blue Marvel,Blue Shield (comics),"Bob, Agent of Hydra",Box (comics),Breeze Barton,Brother Voodoo,Bucky Barnes,Bug (comics),Buzz (Marvel Comics),Cable (character),Captain Britain,Captain Marvel (Khn'nr),Captain Midlands,Captain Ultra,Captain Universe,Ch'od,Charlie-27,Chase Stein,Chris Bradley,Cloak and Dagger (characters),Cloud 9 (comics),Coal Tiger,Coldblood,Corsair (comics),Cosmo the Spacedog,Cyclops (Marvel Comics),Dallas Riordan,Darkdevil,Darkhawk,Darwin (character),Deathlok,Debrii,Delroy Garrett,Devil Dinosaur,Devil-Slayer,Digitek (comics),Dmitri Bukharin,Doctor Strange,Dominic Fortune,Doorman (comics),Drax the Destroyer,Dum Dum Dugan,Dusk (comics),Ebon Samurai,Eden Fesi,Elsa Bloodstone,Emrys Killebrew,Erg (comics),Eric O'Grady,Ethan Edwards,Fabio Medina,Fandral,Fin (comics),Firebird (Marvel Comics),Firelord (comics),Flatman (character),Flex (comics),Frankenstein's Monster (Marvel Comics),Franklin Richards (comics),Fredzilla,G. W. Bridge,Garrison Kane,Gateway (comics),Gauntlet (Joseph Green),Ghost Rider (Danny Ketch),Ghost Rider,Gladiator (Kallark),Gorilla-Man,Grasshopper (comics),Guardian (Marvel Comics),Gwenpool,Hank Pym,Happy Sam Sawyer,Hauptmann Deutschland,Haywire (comics),Helix (Marvel Comics),Hellion (character),Hercules (Marvel Comics),Hindsight (comics),Hit-Monkey,Hogun,Honey Lemon,Hrimhari,Hulk 2099,Hulkling,Human Torch (android),Human Torch,Hybrid (Scott Washington),Hyperion (comics),Ikaris,Indra (comics),Inferno (Dante Pertuz),Iron Fist (character),Iron Lad,Iron Man (Ultimate Marvel character),Jack Frost (Marvel Comics),Jack Monroe (character),Jack of Hearts (Marvel Comics),Jackpot (comics),Jean Grey,Jeffrey Mace,Jessica Jones,Jimmy Woo,John Jameson (character),John the Skrull,Jolen (comics),Jubilee (Marvel Comics),Julie Power,Junior Juniper,Justice (New Universe),Juston Seyfert,Karnak (comics),Kevin Sydney,Killpower,Kiwi Black,Komodo (comics),Korg (character),Korvus,Leech (character),Lockjaw (comics),Luke Cage,Machine Man,Machine Teen,Madison Jeffries,Magik (Illyana Rasputina),Mahr Vehl,Major Mapleleaf,Makkari (comics),Man-Thing,Martinex,Marvel Boy (Robert Grayson),Master Izo,Mettle (comics),Michael Van Patrick,Micromax,Misty Knight,Mockingbird (Marvel Comics),Moon Knight,Moondragon,Moonglow (comics),Motormouth (comics),Mr. Immortal,"N'Kantu, the Living Mummy",Night Thrasher (Dwayne Taylor),Nova (Richard Rider),Nuklo,Onyxx,Oya (comics),Paladin (comics),Patsy Walker,Peggy Carter,Peregrine (comics),Perun (comics),Pete Wisdom,Phobos (Marvel Comics),Phyla-Vell,Portal (comics),Power Man (Victor Alvarez),Power Princess,Primal (comics),Prime (comics),Prodigy (Ritchie Gilmore),Puck (Marvel Comics),Pulse (Augustus),Quasar (Wendell Vaughn),Rachel Summers,Radian (Morituri),Rage (comics),Ravage 2099,Raza Longknife,Razorback (comics),Red Guardian,Red Wolf (comics),Rick Jones (character),Ricochet (comics),Rikki Barnes,Robbie Baldwin,Robert Maverick,Rocket Raccoon,Rockman (comics),Rockslide (comics),Rom the Space Knight,Sabra (comics),Sandman (Marvel Comics),Satana (Marvel Comics),Scaredycat,Scarlet Witch,Scatterbrain (Morituri),Sentry (Robert Reynolds),Shaman (comics),Shang-Chi,Shatterstar,She-Hulk (Lyra),She-Hulk,Shear (comics),Shooting Star (comics),Shroud (comics),Siege (character),Silencer (comics),Silhouette (comics),Skaar (comics),Skullfire,Slapstick (comics),Sleepwalker (comics),Smuggler (comics),Snapdragon (Morituri),Solo (Marvel Comics),Speed (character),Spider-Girl (Mayday Parker),Spider-Man Noir,Spider-Man,Spider-UK,Spider-Woman (Gwen Stacy),Spider-Woman (Jessica Drew),Spike (Marvel Comics),Spirit of '76 (Marvel Comics),Spitfire (comics),Star-Lord,Starhawk (character),Starshine (comics),Stingray (comics),Storm (Marvel Comics),Super Rabbit,Surge (Marvel Comics),Synch (comics),Terror Inc.,Texas Twister,Thena,Thin Man (comics),Thor (Marvel Comics),Thor Girl,Thunderstrike (Eric Masterson),Thunderstrike (Kevin Masterson),Timeslip (comics),Tom Corsi,Toro (comics),Toxyn,Turbo (comics),U.S. Agent,Ulysses Bloodstone,Union Jack (Joseph Chapman),Union Jack (Marvel Comics),Ursa Major (character),Vance Astrovik,Victor Mancha,Vindicator (comics),Vision (Timely Comics),Volstagg,Vyking,Wallflower (comics),War Machine,Wasabi-No-Ginger,Weapon H,Werewolf by Night,White Tiger (comics),White Tiger (Heroes for Hire),White Tiger (Kasper Cole),Whizzer (Robert Frank),Witness (character),Wolverine (character),Wolverine (Ultimate Marvel character),Wonder Man,Wundarr the Aquarian,Yo-Yo Rodriguez,Abraham Cornelius,Absorbing Man,Aleksander Lukin,Alexander Bont,Annihilus,Apocalypse (character),Aries (comics),Arnim Zola,Attuma,Avalanche (character),Awesome Android,Azazel (Marvel Comics),Barney Barton,Baron Blood,Baron Mordo,Baron Strucker,Baron Von Blitzschlag,Batman,Batroc the Leaper,Beyonder,Bi-Beast,Big Man (comics),Black Knight (Nathan Garrett),Black Mariah (comics),Black Widow (Yelena Belova),Blackheart,Blackout (Lilin),Blackout (Marcus Daniels),Blackwing,Blastaar,Blockbuster (Marauder),Blood Brothers (comics),Bloodstrike (Marvel Comics),Bonebreaker,Boomerang (comics),Brain Drain (comics),Brent Jackson,Brute (Reed Richards),Bulldozer (character),Bullseye (character),Bushmaster (Marvel Comics),Captain Atlas,Carrion (comics),Champion of the Universe,Chemistro,Chondu the Mystic,Cletus Kasady,Cobra (Marvel Comics),Cockroach Hamilton,Controller (Marvel Comics),Cottonmouth (Burchell Clemens),Cottonmouth (Cornell Stokes),Crimson Cowl (Justine Hammer),Crossbones (character),Cyber (Marvel Comics),Cyclone (Marvel Comics),Daken,Danger Room,Darren Cross,David Moreau,Death Adder (character),Deathbird,Demogoblin,Devastator (comics),Devos the Devastator,Diablo (Marvel Comics),Diamondback (Willis Stryker),Digger (Marvel Comics),Doctor Demonicus,Doctor Doom,Doctor Faustus (comics),Don Fortunato,Doomsday Man,Doppelganger (comics),Dormammu,Dracula (Marvel Comics),Dragon Man (comics),Dreadknight,Dreadnought (comics),Dweller-in-Darkness,Ebony Maw,Eel (comics),Egghead (Marvel Comics),Ego the Living Planet,Electro (Marvel Comics),Elias Bogan,Equinox (comics),Everyman (Marvel Comics),Executioner (character),Fabian Cortez,Fabian Stankowicz,Fenris (comics),Firepower (comics),Flag-Smasher,Flying Tiger (Marvel Comics),Forearm (comics),Francis Fanny,Frederick Foswell,Fu Manchu (Marvel Comics),Galactus,Gamesmaster (comics),Gargantua (comics),Genesis (Marvel Comics),Gentleman (character),Geoffrey Wilder,Ghaur,Ghost (Marvel Comics),Gibbon (comics),Gideon (comics),Gideon Mace,Gladiator (Melvin Potter),Glenn Talbot,Glob (comics),Gog (Marvel Comics),Gorgon (Tomi Shishido),Green Goblin (Ultimate Marvel character),Grey Gargoyle,Griffin (Marvel Comics),Hammerhead (comics),Harpoon (comics),Harry Leland,Hate-Monger,Headsman (comics),High Evolutionary,Hive (character),Hood (comics),Hugh Jones (comics),Human Cannonball (Marvel Comics),Humus Sapien,Hunger (Marvel Comics),Hydro-Man,Impossible Man,Iron Cross (Marvel Comics),Iron Monger,Jack O'Lantern (Marvel Comics),Jackhammer (comics),Jason Macendale,Jerry Jaxon,Jetstream (comics),John Ryker,Johnny Dee,Jonas Harrow,Kaluu,Karl Malus,Karla Sofen,Killer Shrike,Kingmaker (comics),Kingpin (Matt Murdock),Korath the Pursuer,Korvac,Krang (Marvel Comics),Kraven the Hunter,Kro (character),Lady Gorgon,Lash (comics),Leo (comics),Libra (Marvel Comics),Lightmaster,List of Marvel Comics characters: B,Living Laser,Living Monolith,Lizard (character),Lloyd Bloch,Llyra,Looter (comics),Lunatik,Mac Gargan,Machete (comics),Mad Dog (Marvel Comics),Mad Thinker,Madcap (comics),Magma (Jonathan Darque),Maker (Reed Richards),Malcolm Colcord,Man Mountain Marko,Man-Beast,Man-Bull,Man-Killer,Mandrill (comics),Masked Marauder,Masque (comics),Master Man (Marvel Comics),Master Menace,Master Mold,Master of the World (comics),Master Pandemonium,Matador (Marvel Comics),Matsu'o Tsurayaba,Matthew Risman,Maximus (comics),Melter,Mendel Stromm,Mentallo,Michael Pointer (character),Midnight Sun (Marvel Comics),Midnight's Fire,Mikhail Rasputin,Milan (comics),Mirage (Marvel Comics),Mister Hyde (comics),Mister Sinister,Mister X (Marvel Comics),Modular Man,Mole Man,Mongoose (comics),Montana (character),Mordred (comics),Morg,Morlun,Mountjoy (comics),Mr. Fish,Mysterio,Naga (Marvel Comics),Needle (comics),Neophyte (comics),Nitro (comics),Norman Osborn,Nuke (Marvel Comics),Oddball (character),Ogun (comics),Olivier (comics),Orka (comics),Orphan-Maker,Overdrive (character),Overmind (comics),Owl (Marvel Comics),Ox (comics),Paibok,Peepers (Marvel Comics),Piledriver (character),Piranha (comics),Pisces (comics),Pluto (Marvel Comics),Porcupine (Marvel Comics),Powderkeg,Power Broker,Predator X (comics),Prester John (comics),Princess Python,Prism (character),Professor Power,Professor Thorton,Puff Adder (character),Pyro (Marvel Comics),Ragnarok (comics),Randall Darby,Rapido (comics),Rattler (character),Redstone (comics),Reignfire,Rhino (character),Richard Fisk,Ringmaster (comics),Riptide (Marvel Comics),Rock Python,Roderick Kingsley,Romulus (comics),Ronan the Accuser,Sabretooth (character),Sagittarius (comics),Sapphire Styx,Satannish,Scalphunter (Marvel Comics),Scientist Supreme,Scorcher (comics),Scramble (comics),Scrambler (comics),Selene (comics),Shepard (comics),Shinobi Shaw,Shocker (character),Shockwave (comics),Shriek (character),Sidewinder (character),Silvermane,Sin (Marvel Comics),Sin-Eater (comics),Slayback (comic book character),Sleeper (Marvel Comics),Slyde,Spot (comics),Spymaster (character),Spyne,Squid (Marvel Comics),Steel Serpent,Stilt-Man,Stonewall (comics),Strongman (comics),Sunturion,Super Sabre (comics),Super-Adaptoid,Super-Skrull,Supergiant (comics),Supernova (Marvel Comics),Swarm (Marvel Comics),Talos the Untamed,Taurus (comics),Tempus (comics),Terrax,Thanos,Thunderball (character),Tiger Shark (Marvel Comics),Tinkerer (Marvel Comics),Titanium Man,Titus (comics),Tombstone (comics),Trapster,Trevor Fitzroy,Tricephalous (comics),Trick Shot (character),U-Man,Ulik,Ultron,Unicorn (comics),Unus the Untouchable,Val Rhymin,Vermin (character),Viper (Marvel Comics),Virgo (comics),War (Marvel Comics),Warrior Woman (Marvel Comics),Werner von Strucker,Whiplash (Marvel Comics),Whirlwind (comics),Wizard (Marvel Comics),Wraith (Brian DeWolff),Wrecker (comics),Zeke Stane,Zzzax,Abner Jenkins,Air-Walker,Alex Wilder,Ares (Marvel Comics),Ben Reilly,Bengal (comics),Blue Streak (comics),Captain America (William Burnside),Cardiac (comics),Cardinal (comics),Challenger (comics),Charcoal (comics),Constrictor (character),Crippler (character),Daimon Hellstrom,David North (character),Detroit Steel,Doctor Druid,Doctor Nemesis,Doctor Spectrum,Eddie Brock,Emma Frost,Empath (comics),Erik Josten,Fin Fang Foom,Gargoyle (comics),Genis-Vell,Golem (comics),Gorgon (Inhuman),Gremlin (comics),Guardsman (comics),Hannibal King,Harry Osborn,Hellfire (J. T. Slade),Holocaust (Marvel Comics),Human Fly (comics),Humbug (comics),Janice Lincoln,Kaine Parker,Kenuichio Harada,Kestrel (Marvel Comics),Kristoff Vernard,Living Brain,Mania (character),Miek,Modred the Mystic,"Morbius, the Living Vampire",Nighthawk (Marvel Comics),Noh-Varr,Nomad (comics),Northstar (character),Ogre (Marvel Comics),Phil Urich,Phoenix Force (comics),Pip the Troll,Powerhouse (comics),Prowler (Marvel Comics),Quentin Quire,Quicksilver (Marvel Comics),Radioactive Man (comics),Random (comics),Red Raven (Marvel Comics),Redneck (comics),Rocket Racer,Rogue (Marvel Comics),Rusty Collins,Scorpio (comics),Sentry (Curtis Elkins),Speed Demon (comics),Spider-Bitch (Ashley Barton),Swordsman (character),Synapse (comics),Tarantula (Marvel Comics),Teen Abomination,Thunderbolt Ross,Torpedo (Marvel Comics),Triton (comics),Venom (character),Vertigo (Marvel Comics),Vulcan (Marvel Comics),Wild Child (character),Will o' the Wisp (comics),Wither (comics),Xorn,Yellowjacket (Marvel Comics)
1991 in comics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Force,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Next,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.I. Army,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.R.M.O.R.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
